customer_id,age,gender,location,monthly_income,monthly_emi_outflow,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,total_credit_limit,months_since_last_default,target_credit_score_movement
CUST_RND_418,39,Female,Urban,70432,64729,13193,0.74,1,40,50,6,88972,93677,181599,5,decrease
CUST_STB_4707,31,Male,Semi-Urban,27907,12910,90370,0.45,1,59,23,2,36714,3114,160775,16,stable
CUST_STB_6028,59,Female,Rural,48537,19037,323629,0.49,4,52,28,1,26390,13977,173856,13,stable
CUST_STB_5679,35,Female,Urban,141352,53731,376117,0.5,4,63,24,1,18775,9678,266424,15,stable
CUST_STB_1123,53,Female,Semi-Urban,94001,44703,759951,0.44,3,50,25,2,44520,5,62940,16,stable
CUST_INC_3713,23,Male,Urban,72526,8986,44930,0.28,2,85,8,0,41396,46240,247049,24,increase
CUST_DEC_320,39,Male,Urban,53402,44458,1155908,1.0,4,12,72,5,46858,42971,226150,11,decrease
CUST_STB_1916,32,Female,Urban,44909,22392,156744,0.43,2,60,23,1,17128,5202,192881,16,stable
CUST_STB_7306,60,Female,Semi-Urban,96460,39844,717192,0.44,3,45,18,1,38229,37057,84085,12,stable
CUST_STB_7892,28,Male,Semi-Urban,56712,23209,301717,0.47,3,58,15,1,46277,5035,234102,19,stable
CUST_STB_4646,36,Female,Urban,121507,42543,340344,0.48,4,52,23,2,19648,15241,283159,20,stable
CUST_STB_6920,29,Female,Semi-Urban,55439,26942,296362,0.41,1,59,24,2,38398,43288,196591,24,stable
CUST_DEC_3993,42,Female,Rural,22025,14742,398034,0.92,2,39,44,3,41991,29202,135762,6,decrease
CUST_STB_10815,31,Female,Semi-Urban,38268,13704,191856,0.48,3,62,19,1,42388,18936,83901,17,stable
CUST_STB_6690,22,Male,Urban,62104,28416,198912,0.48,4,58,27,2,42121,48835,279077,19,stable
CUST_RND_891,39,Male,Urban,35128,42671,422291,0.11,3,57,75,4,94994,67080,118533,3,increase
CUST_INC_3345,27,Female,Urban,98953,18999,113994,0.15,3,95,1,0,5259,25907,301504,30,increase
CUST_DEC_2465,24,Female,Urban,120084,82289,1645780,0.94,4,41,83,3,37212,27846,360793,12,decrease
CUST_STB_13135,59,Female,Rural,76893,35381,212286,0.43,2,46,12,2,20468,15241,102277,23,stable
CUST_RND_547,25,Male,Semi-Urban,36480,112603,454618,0.51,3,38,14,3,68207,31731,120448,33,stable
CUST_STB_8864,26,Female,Rural,37142,14418,158598,0.4,1,54,24,1,34424,2412,119697,21,stable
CUST_INC_4770,47,Male,Urban,49019,1800,9000,0.14,2,87,9,1,20814,21485,352206,34,increase
CUST_STB_9045,56,Female,Semi-Urban,80693,34748,347480,0.47,2,56,25,2,39561,30795,68878,12,stable
CUST_DEC_4343,37,Female,Semi-Urban,28271,23949,335286,0.74,2,4,44,7,34336,45124,236606,11,decrease
CUST_RND_1520,56,Male,Semi-Urban,26239,24476,370854,0.9,1,67,10,0,70430,41042,279957,28,decrease
CUST_INC_4057,49,Female,Urban,47466,5235,20940,0.14,1,96,0,1,46143,49028,368524,28,increase
CUST_STB_2120,55,Female,Semi-Urban,84051,39973,239838,0.41,1,56,22,1,5247,20762,151730,22,stable
CUST_STB_6548,36,Female,Semi-Urban,40603,14281,99967,0.49,1,54,15,2,40520,18287,244828,15,stable
CUST_STB_4307,21,Female,Urban,79919,31571,220997,0.43,4,53,15,2,10036,48918,174010,21,stable
CUST_STB_9218,21,Female,Urban,134800,52321,889457,0.46,4,45,13,1,10996,34803,284629,17,stable
CUST_STB_7809,52,Female,Semi-Urban,44037,17648,105888,0.45,2,54,14,1,16044,48992,92512,20,stable
CUST_INC_1607,28,Male,Rural,25647,2843,17058,0.11,2,87,2,1,42606,13419,106230,36,increase
CUST_STB_8345,43,Female,Urban,66890,28816,259344,0.44,4,47,25,2,22567,37731,101390,19,stable
CUST_DEC_3881,47,Female,Semi-Urban,56919,45325,770525,0.88,1,30,74,3,20241,21417,177835,8,decrease
CUST_STB_5743,37,Female,Urban,126248,49979,799664,0.45,4,54,26,2,7127,47556,195896,14,stable
CUST_RND_956,35,Female,Semi-Urban,128112,71855,169106,0.97,2,79,56,5,64610,21523,65120,1,stable
CUST_STB_537,37,Male,Urban,70699,28511,228088,0.43,4,55,26,1,26811,39779,268112,21,stable
CUST_STB_8704,28,Female,Rural,24650,11564,104076,0.49,2,54,15,2,10662,36017,162334,15,stable
CUST_INC_3261,51,Male,Urban,138818,3329,19974,0.11,1,94,1,1,26871,43487,100109,32,increase
CUST_STB_6529,58,Male,Rural,38699,14658,146580,0.44,2,49,26,2,47300,19283,169700,15,stable
CUST_DEC_798,39,Male,Urban,145324,110843,3990348,0.98,1,49,87,5,30405,41080,233191,6,decrease
CUST_STB_7002,26,Female,Urban,142415,63441,634410,0.44,4,61,19,2,9956,11753,298815,24,stable
CUST_INC_826,56,Female,Urban,149724,11141,55705,0.2,3,96,7,1,37304,27571,172371,30,increase
CUST_STB_11903,32,Female,Semi-Urban,51836,22077,132462,0.49,3,62,12,2,22574,4249,65593,24,stable
CUST_STB_9044,47,Female,Urban,69801,29059,464944,0.48,3,54,24,1,47408,32751,297465,15,stable
CUST_INC_626,57,Male,Rural,61640,7456,29824,0.12,3,90,8,1,33090,17828,114760,31,increase
CUST_STB_11652,25,Female,Semi-Urban,60920,29191,496247,0.46,2,55,22,1,11291,22941,85121,15,stable
CUST_DEC_1971,40,Male,Rural,23212,19669,550732,0.78,3,13,62,6,48309,21444,185705,6,decrease
CUST_DEC_1218,32,Male,Semi-Urban,32641,21661,584847,0.81,1,24,88,7,48489,32139,222405,12,decrease
CUST_DEC_3795,47,Female,Semi-Urban,60926,51742,1707486,0.71,1,11,84,5,35357,32942,78897,8,decrease
CUST_STB_10582,54,Female,Urban,65690,32029,544493,0.43,2,55,12,1,17922,33598,310869,13,stable
CUST_DEC_3560,23,Female,Semi-Urban,27330,18617,297872,0.88,1,7,83,5,41580,25180,63995,8,decrease
CUST_STB_11725,29,Female,Urban,72774,31969,223783,0.46,1,52,13,1,16053,615,322073,21,stable
CUST_STB_10606,55,Female,Urban,103940,36827,552405,0.45,3,53,11,2,47623,31939,104552,12,stable
CUST_RND_989,38,Male,Rural,79906,28433,63322,0.45,7,11,24,6,94531,92830,135575,33,stable
CUST_STB_10275,49,Male,Urban,139727,56913,1024434,0.43,2,48,24,2,23197,4406,299208,13,stable
CUST_STB_3582,59,Female,Urban,59734,29473,412622,0.47,4,53,23,1,36288,1774,244175,15,stable
CUST_RND_397,21,Female,Semi-Urban,147001,84308,106603,0.89,5,24,62,1,46270,5818,254288,21,increase
CUST_INC_20,48,Male,Urban,102121,3126,15630,0.24,2,88,6,0,47502,42745,216156,25,increase
CUST_STB_4878,52,Female,Urban,145600,62083,620830,0.42,4,59,15,1,18427,3174,149494,12,stable
CUST_STB_11332,34,Male,Rural,44613,18207,145656,0.47,3,54,17,2,21796,12585,93048,22,stable
CUST_RND_166,61,Male,Semi-Urban,105951,101295,436124,0.4,6,62,81,3,2655,5843,349254,19,decrease
CUST_DEC_642,34,Female,Urban,135358,130881,3010263,0.87,3,39,31,7,20189,5347,274926,9,decrease
CUST_STB_9919,31,Female,Semi-Urban,51452,23192,231920,0.4,3,59,26,1,31955,6451,75995,14,stable
CUST_RND_874,44,Female,Semi-Urban,146802,40804,171102,0.11,1,94,28,6,68803,79815,288973,23,decrease
CUST_DEC_698,37,Female,Urban,88943,73317,2346144,0.97,4,24,89,3,44539,23658,131410,11,decrease
CUST_STB_3902,61,Female,Urban,49622,23762,142572,0.41,4,62,18,2,40896,23419,145160,18,stable
CUST_INC_2934,54,Female,Semi-Urban,49688,6619,46333,0.26,2,86,5,1,30394,25532,182617,24,increase
CUST_STB_2765,50,Female,Rural,42843,16939,152451,0.41,3,61,21,1,36163,12085,178716,14,stable
CUST_STB_4207,39,Female,Rural,33171,13008,104064,0.44,3,46,17,1,41016,1147,118721,21,stable
CUST_STB_11720,47,Female,Rural,49820,19158,114948,0.41,4,64,20,1,29808,22033,88401,20,stable
CUST_STB_8490,40,Male,Rural,27245,9930,178740,0.41,2,60,28,2,37331,30354,167892,15,stable
CUST_STB_10145,60,Female,Urban,111252,49711,596532,0.42,2,55,13,2,39501,15673,166804,15,stable
CUST_DEC_2452,30,Male,Urban,77745,58362,1459050,0.99,3,13,74,6,26097,40827,171156,6,decrease
CUST_STB_12093,54,Male,Urban,126010,52211,730954,0.46,4,52,11,1,8012,40090,256246,15,stable
CUST_STB_5803,38,Female,Urban,128024,62943,440601,0.5,4,49,26,1,14480,2249,200236,15,stable
CUST_STB_9193,46,Female,Semi-Urban,26706,12713,228834,0.44,4,60,28,2,18728,49788,112612,19,stable
CUST_DEC_1581,62,Male,Urban,72174,49461,1137603,1.0,4,10,80,5,24400,12331,158502,8,decrease
CUST_STB_12282,64,Female,Urban,121460,50661,455949,0.42,1,51,23,1,17004,16708,333854,16,stable
CUST_STB_9852,45,Female,Semi-Urban,58087,21415,214150,0.48,3,61,18,2,28068,43087,221151,20,stable
CUST_STB_7590,41,Male,Semi-Urban,55841,22130,199170,0.4,3,63,10,2,12134,18830,151955,22,stable
CUST_STB_4179,63,Male,Urban,93737,37483,562245,0.5,1,61,10,1,17616,31928,292986,23,stable
CUST_STB_10844,53,Female,Rural,71919,31956,415428,0.47,3,64,11,2,24093,26176,135962,18,stable
CUST_STB_4058,57,Female,Urban,57940,21323,383814,0.48,1,46,17,2,26670,45772,307661,15,stable
CUST_DEC_501,36,Female,Urban,68467,65270,2088640,0.87,2,46,66,3,38817,32103,342798,12,decrease
CUST_INC_1533,25,Male,Urban,102431,12488,87416,0.23,3,96,1,1,36656,36416,233708,32,increase
CUST_STB_12566,24,Female,Urban,62321,25124,401984,0.44,3,51,17,1,49405,28700,355148,15,stable
CUST_INC_163,53,Male,Urban,124517,11180,89440,0.21,4,87,7,0,23100,11952,370113,32,increase
CUST_INC_1561,52,Male,Urban,117623,4238,21190,0.27,4,90,5,0,30928,2755,343219,30,increase
CUST_DEC_2586,62,Male,Rural,22747,14189,397292,0.85,3,34,82,3,5755,47816,121558,10,decrease
CUST_DEC_4482,26,Male,Urban,106671,73199,2269169,0.72,3,4,31,6,46153,41754,121846,9,decrease
CUST_DEC_178,22,Female,Semi-Urban,60922,45162,1400022,0.78,1,29,65,3,30427,36669,100023,11,decrease
CUST_INC_4114,61,Male,Semi-Urban,94859,5673,39711,0.17,1,87,8,1,13831,45103,118542,34,increase
CUST_INC_542,55,Male,Rural,45898,8356,25068,0.21,1,90,8,1,10684,7021,61126,29,increase
CUST_STB_7113,36,Male,Urban,126556,47844,478440,0.49,4,58,26,1,48959,23162,364210,17,stable
CUST_INC_177,59,Female,Semi-Urban,60968,5113,20452,0.27,4,97,1,1,23438,31397,225787,32,increase
CUST_INC_3618,40,Female,Urban,46857,3142,18852,0.2,3,89,6,1,21749,26211,192756,31,increase
CUST_RND_1003,22,Male,Rural,26699,57018,55973,0.95,3,70,82,0,33351,80862,105970,33,increase
CUST_STB_231,35,Female,Urban,127983,59683,477464,0.44,1,50,21,2,5258,282,310129,18,stable
CUST_DEC_2824,28,Male,Urban,110173,89982,2339532,0.94,4,42,51,7,28320,7934,221989,9,decrease
CUST_RND_1253,50,Female,Semi-Urban,81942,91147,13516,0.47,2,7,47,3,30670,3901,343431,5,decrease
CUST_STB_3353,40,Male,Semi-Urban,53782,24130,144780,0.45,2,50,26,1,8488,1895,172963,23,stable
CUST_DEC_2671,35,Male,Rural,69819,57459,2068524,0.83,4,38,38,4,19307,33545,116173,8,decrease
CUST_INC_4213,32,Female,Rural,53981,5830,40810,0.26,2,85,5,1,21951,20654,76983,29,increase
CUST_STB_8858,40,Female,Urban,139690,62234,933510,0.45,3,58,14,1,40214,41800,180753,13,stable
CUST_RND_1320,32,Male,Semi-Urban,49441,118107,445463,0.94,6,84,66,0,69376,57568,206235,30,increase
CUST_INC_4456,32,Male,Semi-Urban,36424,5651,33906,0.24,4,90,4,0,22836,4681,98374,29,increase
CUST_STB_3097,28,Male,Rural,62137,30575,305750,0.48,2,48,21,2,23970,31356,156825,24,stable
CUST_DEC_287,43,Male,Rural,56348,33121,629299,0.89,1,42,37,3,35318,23821,112722,6,decrease
CUST_STB_5924,46,Female,Semi-Urban,98837,40652,731736,0.48,2,59,13,2,49392,30714,152949,17,stable
CUST_DEC_2871,23,Male,Urban,121335,99969,2899101,0.76,4,34,88,5,41933,14230,286544,8,decrease
CUST_RND_1199,60,Male,Urban,78211,48871,382456,0.44,6,66,73,2,87925,39352,122523,0,decrease
CUST_STB_9292,26,Male,Urban,82875,38729,426019,0.43,3,58,22,2,25884,40672,341508,21,stable
CUST_STB_4259,28,Male,Semi-Urban,69623,30415,425810,0.45,2,64,10,1,33632,49544,224132,18,stable
CUST_STB_9654,53,Female,Urban,84461,31413,534021,0.44,2,47,15,2,47463,41585,169968,17,stable
CUST_STB_6456,58,Male,Rural,74940,35650,285200,0.49,2,52,18,2,10627,13530,168263,23,stable
CUST_STB_3230,38,Male,Semi-Urban,97132,38401,345609,0.44,1,58,10,1,45743,3722,178604,20,stable
CUST_STB_4048,53,Female,Urban,85427,32048,512768,0.46,3,58,28,2,17204,25275,342399,18,stable
CUST_STB_7269,45,Male,Urban,79140,35887,394757,0.44,2,49,20,2,49823,2789,111637,17,stable
CUST_STB_9267,60,Female,Rural,64083,26386,211088,0.47,3,57,16,1,40998,29721,129791,14,stable
CUST_DEC_1482,27,Male,Semi-Urban,80181,59384,1959672,0.96,3,32,41,3,48345,37275,91814,10,decrease
CUST_INC_4042,52,Male,Urban,51564,4219,12657,0.17,3,94,7,0,46566,48490,167839,34,increase
CUST_DEC_5007,40,Female,Urban,57982,55480,1109600,0.75,1,24,48,6,21035,35932,134773,11,decrease
CUST_DEC_1574,54,Female,Urban,67433,57646,1325858,0.73,4,1,56,3,27867,24461,365979,9,decrease
CUST_INC_3273,55,Female,Rural,52877,3792,26544,0.25,4,97,9,1,7930,8745,70422,28,increase
CUST_STB_11243,59,Male,Urban,121623,60758,850612,0.44,2,59,26,2,34570,17045,174738,24,stable
CUST_STB_8318,56,Female,Urban,63554,26478,370692,0.46,1,55,26,2,34806,9921,262862,20,stable
CUST_DEC_2300,44,Male,Urban,78836,50843,1321918,0.82,4,7,30,6,5967,22935,371913,6,decrease
CUST_STB_10609,63,Male,Urban,126025,50885,915930,0.41,2,49,10,2,11635,10798,339408,12,stable
CUST_STB_5926,42,Male,Urban,79917,39090,547260,0.42,1,48,17,2,9526,15102,143383,22,stable
CUST_STB_6347,51,Male,Urban,132194,60636,606360,0.45,4,62,10,1,49536,11967,232601,21,stable
CUST_STB_9560,36,Male,Semi-Urban,29872,13018,104144,0.41,2,55,15,2,45379,24630,123206,24,stable
CUST_STB_10106,50,Male,Urban,45050,17407,174070,0.46,3,58,22,1,10711,42092,311242,23,stable
CUST_STB_4230,61,Female,Urban,54066,20536,246432,0.41,2,56,29,2,24900,17640,327049,17,stable
CUST_DEC_2997,38,Male,Semi-Urban,28995,28052,897664,0.99,4,12,66,6,9374,11350,83515,12,decrease
CUST_DEC_4928,39,Female,Semi-Urban,48184,36806,515284,0.97,4,22,66,6,9155,36755,212106,6,decrease
CUST_INC_5240,27,Female,Urban,98196,18471,73884,0.21,4,98,6,0,34663,40364,276874,24,increase
CUST_INC_2471,50,Female,Semi-Urban,50099,2898,20286,0.1,4,98,9,0,10562,29056,150576,32,increase
CUST_STB_6935,45,Female,Urban,130676,54171,541710,0.43,2,53,20,1,30751,11840,175144,13,stable
CUST_STB_4450,48,Male,Semi-Urban,41749,14614,189982,0.47,2,48,13,1,17075,42945,105991,20,stable
CUST_STB_10514,60,Female,Rural,53892,25218,428706,0.49,1,57,29,2,13137,33996,156717,24,stable
CUST_INC_706,26,Female,Semi-Urban,63077,2735,13675,0.29,3,93,4,0,40043,20603,193051,32,increase
CUST_INC_3264,44,Male,Urban,41323,1624,6496,0.16,4,87,7,1,44284,45058,260238,32,increase
CUST_DEC_2288,24,Male,Rural,49741,37437,1197984,0.71,1,46,88,5,22096,14680,89330,6,decrease
CUST_STB_2938,63,Female,Urban,88364,38337,690066,0.46,2,58,25,1,14448,13240,366938,12,stable
CUST_STB_6689,54,Male,Rural,74359,30985,216895,0.4,3,50,25,1,5766,48418,97148,24,stable
CUST_STB_844,56,Female,Urban,101160,46121,830178,0.45,2,54,23,2,26573,33359,256926,20,stable
CUST_DEC_214,58,Male,Semi-Urban,38342,29892,657624,0.94,3,11,77,7,41886,31569,193067,6,decrease
CUST_DEC_1459,48,Male,Rural,63916,36878,479414,0.8,2,15,38,7,8198,23135,197549,11,decrease
CUST_DEC_2622,56,Female,Semi-Urban,42604,37679,941975,0.87,2,10,48,7,29994,11694,133355,10,decrease
CUST_STB_12861,60,Female,Urban,126593,47716,429444,0.46,1,48,16,2,45462,580,251049,22,stable
CUST_STB_9384,45,Female,Urban,96700,44815,537780,0.46,2,46,17,1,41156,35192,183892,13,stable
CUST_DEC_267,35,Male,Rural,61848,44483,1201041,0.85,1,17,73,7,37456,13963,185495,12,decrease
CUST_DEC_922,32,Male,Urban,109183,84022,2520660,0.95,3,0,63,6,16882,12477,146443,9,decrease
CUST_STB_3548,32,Female,Urban,42353,17569,105414,0.49,3,49,11,2,5298,36884,374143,18,stable
CUST_STB_3015,46,Male,Semi-Urban,28332,13093,144023,0.42,2,60,21,2,34728,8727,227443,22,stable
CUST_STB_9624,27,Female,Urban,80994,33052,495780,0.45,4,50,12,1,8037,6625,118706,22,stable
CUST_STB_1809,22,Male,Urban,122049,49515,841755,0.43,3,55,26,2,10903,46623,117801,12,stable
CUST_STB_13097,28,Female,Urban,87390,36622,329598,0.43,3,48,24,1,11051,47337,159917,21,stable
CUST_STB_11454,34,Female,Urban,76051,28703,516654,0.43,2,62,10,2,45664,22431,361343,12,stable
CUST_STB_3618,26,Female,Rural,48645,22146,287898,0.5,3,62,18,2,6321,18038,63214,22,stable
CUST_INC_1642,49,Female,Semi-Urban,47904,6616,39696,0.11,3,86,8,0,41392,566,95895,36,increase
CUST_STB_10009,62,Male,Urban,73129,33324,266592,0.45,4,64,25,1,25175,6594,222444,17,stable
CUST_STB_7503,23,Female,Semi-Urban,94713,33780,540480,0.46,3,58,23,2,13612,39904,66584,14,stable
CUST_STB_10277,44,Female,Semi-Urban,55172,24010,408170,0.48,3,60,18,2,9698,2834,185509,15,stable
CUST_INC_1250,26,Male,Urban,149557,12938,103504,0.14,3,88,8,1,29520,39453,139989,34,increase
CUST_INC_2774,34,Male,Urban,96428,16962,118734,0.24,2,85,6,1,17853,21420,344773,32,increase
CUST_INC_342,43,Female,Urban,50160,6134,30670,0.1,4,97,7,0,11292,6529,154746,30,increase
CUST_DEC_1346,23,Male,Urban,93941,79197,1663137,0.7,4,44,48,4,30502,29593,207215,11,decrease
CUST_DEC_974,22,Male,Rural,40040,24426,293112,0.72,1,22,76,7,35072,46282,166076,9,decrease
CUST_DEC_5145,44,Female,Urban,91781,89781,1526277,0.83,2,49,57,6,39954,21888,352346,10,decrease
CUST_STB_4786,62,Female,Urban,65796,25408,355712,0.47,1,50,29,1,27715,26662,273659,17,stable
CUST_INC_1669,43,Female,Rural,77955,6177,24708,0.12,1,93,7,1,36764,7008,153191,35,increase
CUST_DEC_3792,43,Male,Urban,140021,93139,2421614,0.97,3,0,70,7,46976,19541,207500,11,decrease
CUST_STB_2497,32,Male,Urban,109269,39909,319272,0.47,1,47,22,1,27131,22878,260747,13,stable
CUST_STB_2282,58,Female,Semi-Urban,85539,42090,336720,0.47,3,60,15,1,32467,16056,193635,16,stable
CUST_RND_1005,50,Male,Semi-Urban,133565,94274,189149,0.77,0,63,82,9,8657,1930,137941,12,increase
CUST_DEC_3838,64,Female,Urban,99236,80760,1695960,0.8,1,28,33,7,21202,44223,340109,11,decrease
CUST_STB_9910,42,Female,Urban,59501,27137,244233,0.5,2,56,17,2,8968,23757,230696,24,stable
CUST_STB_8727,56,Male,Semi-Urban,36049,13511,229687,0.48,4,64,15,1,20048,33913,239491,19,stable
CUST_INC_2634,30,Female,Semi-Urban,38721,3691,29528,0.26,4,85,5,0,34331,10412,160593,31,increase
CUST_STB_7404,44,Male,Urban,89050,38589,308712,0.47,3,55,17,2,9401,14183,243816,17,stable
CUST_STB_11445,59,Male,Semi-Urban,72329,32798,360778,0.48,1,45,10,1,30734,9739,166809,12,stable
CUST_STB_874,28,Male,Urban,145542,61421,675631,0.42,2,58,12,2,7970,32779,237098,19,stable
CUST_STB_6552,57,Male,Semi-Urban,31721,12784,217328,0.47,3,60,13,1,44606,40461,88034,17,stable
CUST_INC_3795,22,Male,Semi-Urban,64210,1815,10890,0.18,2,90,5,0,35514,42312,124009,26,increase
CUST_RND_171,37,Female,Rural,148691,96074,135809,0.8,3,11,60,5,14440,45872,343605,4,decrease
CUST_STB_10236,40,Female,Semi-Urban,78210,36442,400862,0.43,4,48,15,2,34392,23849,117033,12,stable
CUST_DEC_972,52,Female,Urban,88460,69213,899769,0.93,4,42,45,6,38944,21126,308385,8,decrease
CUST_STB_3781,40,Male,Urban,83751,31242,374904,0.41,3,64,12,1,6488,13720,252378,16,stable
CUST_STB_7986,32,Male,Urban,52755,21953,131718,0.45,2,63,13,1,26696,40573,346517,23,stable
CUST_STB_12504,45,Female,Rural,72870,34473,275784,0.46,1,62,28,1,31216,40241,106554,12,stable
CUST_STB_11189,39,Female,Semi-Urban,89735,39745,397450,0.49,3,55,19,2,47317,11585,119723,17,stable
CUST_DEC_3914,41,Male,Semi-Urban,53176,37675,489775,0.95,2,39,34,6,30808,38136,219868,12,decrease
CUST_INC_3278,22,Female,Semi-Urban,46202,1423,4269,0.15,3,98,6,1,5471,33021,212722,24,increase
CUST_STB_7218,41,Female,Semi-Urban,92265,34195,273560,0.48,1,46,19,1,12670,5686,164312,12,stable
CUST_STB_8194,50,Female,Urban,98612,47815,717225,0.49,1,51,12,1,48402,45529,195068,20,stable
CUST_STB_13221,27,Female,Urban,47339,22906,183248,0.49,4,52,26,1,13200,17358,246266,19,stable
CUST_STB_284,38,Male,Urban,113463,55710,334260,0.41,2,56,26,1,36897,3167,276481,20,stable
CUST_INC_4899,63,Female,Urban,50366,8243,16486,0.16,1,86,4,1,34938,6617,123457,27,increase
CUST_STB_6893,34,Male,Rural,29370,10974,142662,0.46,1,52,11,1,6272,43379,151050,23,stable
CUST_STB_8461,28,Male,Rural,77782,30279,242232,0.49,3,46,21,2,26143,27439,85193,13,stable
CUST_DEC_2033,56,Male,Urban,125303,114118,3423540,0.81,1,20,72,6,15316,24045,119724,11,decrease
CUST_STB_12309,38,Male,Urban,68442,33223,531568,0.4,1,54,26,1,49392,24690,338768,20,stable
CUST_STB_753,32,Male,Urban,80612,37705,490165,0.42,4,59,23,1,33314,28583,113450,15,stable
CUST_RND_822,25,Male,Urban,49554,77408,244731,0.17,3,70,63,6,74809,56401,239026,5,decrease
CUST_STB_10038,45,Female,Urban,111829,52334,628008,0.47,1,49,28,2,27573,14033,282152,15,stable
CUST_STB_7715,35,Female,Semi-Urban,89469,31976,351736,0.42,2,54,12,2,19628,8730,131394,20,stable
CUST_INC_4926,61,Female,Rural,35740,5939,47512,0.17,2,86,6,1,33887,7478,98991,27,increase
CUST_STB_5533,36,Female,Urban,61922,23345,163415,0.49,3,56,27,1,31086,31184,315558,20,stable
CUST_STB_4294,56,Female,Urban,109756,48250,820250,0.41,4,59,23,1,16984,23096,358665,15,stable
CUST_STB_897,48,Male,Urban,129595,56557,791798,0.49,4,52,26,2,22535,5492,314801,18,stable
CUST_STB_11889,31,Male,Semi-Urban,61155,24329,243290,0.45,3,61,28,1,12015,21585,171661,16,stable
CUST_STB_4951,37,Female,Urban,57133,23011,207099,0.46,4,61,23,1,10239,17632,205759,12,stable
CUST_INC_1991,37,Female,Semi-Urban,25956,3535,28280,0.14,3,97,3,0,9958,11054,155190,25,increase
CUST_STB_5385,64,Male,Semi-Urban,34389,16433,213629,0.48,2,46,12,1,21179,32047,71548,13,stable
CUST_INC_352,47,Male,Urban,136766,23917,95668,0.3,4,92,9,1,13477,46337,230648,33,increase
CUST_STB_8978,59,Female,Semi-Urban,67903,29173,466768,0.45,2,46,18,1,15257,44457,218545,21,stable
CUST_STB_8375,45,Female,Rural,27542,10209,112299,0.48,1,62,29,2,47242,9101,110409,18,stable
CUST_DEC_1352,56,Male,Urban,97400,72555,943215,0.99,3,9,61,5,29720,7767,370074,11,decrease
CUST_RND_239,51,Female,Urban,62759,58732,221411,0.61,1,41,89,0,59807,24099,72121,0,decrease
CUST_STB_4401,44,Male,Rural,60079,27145,271450,0.49,4,64,16,2,41867,26143,75826,19,stable
CUST_DEC_2899,64,Female,Semi-Urban,81677,66523,1064368,0.83,4,11,43,3,38637,36022,229288,11,decrease
CUST_RND_1969,45,Male,Urban,43989,23888,471016,0.22,3,91,91,2,91075,37229,335219,9,decrease
CUST_STB_3593,29,Male,Semi-Urban,52737,23895,406215,0.41,3,48,24,2,14003,47283,101014,22,stable
CUST_STB_9074,60,Male,Urban,61760,25609,204872,0.44,1,56,25,1,46915,2873,240190,22,stable
CUST_STB_3814,34,Female,Urban,140789,66128,793536,0.45,1,55,27,2,41085,23735,183366,23,stable
CUST_DEC_1304,46,Male,Urban,82834,81833,1554827,0.99,4,39,42,6,49774,3562,164173,8,decrease
CUST_RND_1888,44,Female,Semi-Urban,90109,29825,17200,0.62,1,41,25,3,80224,62222,92053,30,decrease
CUST_STB_2948,54,Male,Urban,63386,27970,307670,0.43,3,52,12,2,40101,37154,260072,17,stable
CUST_DEC_1653,37,Female,Urban,115652,74878,2321218,0.84,3,8,74,3,9688,40033,124902,9,decrease
